                sˈɑ̃ : s'en, cent, sans, san, cents, sent, sang
                vwˈa : voies, voit, voix, voie, voient, vois
                kˈɛl : quelles, qu'elles, quelle, quels, quel, qu'elle
                 dˈi : dits, die, di, dis, dit, d'y
                  ˈo : eau, haut, eaux, aux, hauts, au
             akɔʁdˈe : accordés, accordé, accordée, accorder, accordées
          kɔ̃sideʁˈe : considéré, considérées, considérée, considérer, considérés
             anɔ̃sˈe : annoncées, annoncer, annoncés, annoncé, annoncée
            pʁɔpozˈe : proposer, proposées, proposé, proposée, proposés
                klˈe : clefs, clé, claes, clés, clef
            ʁezɛʁvˈe : réservée, réservés, réserver, réservé, réservées
                kˈɑ̃ : qu'en, camps, quand, quant, camp
                 nˈe : nez, nés, née, né, n'ai
              lɑ̃sˈe : lancés, lancé, lancées, lancée, lancer
            ɛ̃teɡʁˈe : intégrer, intégrées, intégrée, intégrés, intégré
            ɛ̃vɛstˈi : investi, investie, investies, investit, investis
             aplikˈe : appliqué, appliquées, appliquer, appliquée, appliqués
         ʁəpʁezɑ̃tˈe : représenté, représentées, représentée, représenter, représentés
           ɛ̃teʁɛsˈe : intéressées, intéressé, intéressée, intéressés, intéresser
               pɛjˈe : payée, payées, payé, payés, payer
              fiksˈe : fixée, fixé, fixées, fixer, fixés
                sˈɑ̃ : s'en, cent, sans, san, cents, sent, sang
                vwˈa : voies, voit, voix, voie, voient, vois
                kˈɛl : quelles, qu'elles, quelle, quels, quel, qu'elle
                 dˈi : dits, die, di, dis, dit, d'y
                  ˈo : eau, haut, eaux, aux, hauts, au
             akɔʁdˈe : accordés, accordé, accordée, accorder, accordées
          kɔ̃sideʁˈe : considéré, considérées, considérée, considérer, considérés
             anɔ̃sˈe : annoncées, annoncer, annoncés, annoncé, annoncée
            pʁɔpozˈe : proposer, proposées, proposé, proposée, proposés
                klˈe : clefs, clé, claes, clés, clef
            ʁezɛʁvˈe : réservée, réservés, réserver, réservé, réservées
                kˈɑ̃ : qu'en, camps, quand, quant, camp
                 nˈe : nez, nés, née, né, n'ai
              lɑ̃sˈe : lancés, lancé, lancées, lancée, lancer
            ɛ̃teɡʁˈe : intégrer, intégrées, intégrée, intégrés, intégré
            ɛ̃vɛstˈi : investi, investie, investies, investit, investis
             aplikˈe : appliqué, appliquées, appliquer, appliquée, appliqués
         ʁəpʁezɑ̃tˈe : représenté, représentées, représentée, représenter, représentés
           ɛ̃teʁɛsˈe : intéressées, intéressé, intéressée, intéressés, intéresser
               pɛjˈe : payée, payées, payé, payés, payer
              fiksˈe : fixée, fixé, fixées, fixer, fixés
           ɔʁɡanizˈe : organisée, organiser, organisé, organisées, organisés
            ytilizˈe : utiliser, utilisées, utilisé, utilisés, utilisée
               aʃtˈe : achetée, acheté, achetées, acheter, achetés
                vˈɛʁ : verres, vers, vert, verts, verre
               kʁeˈe : créé, créer, créées, créés, créée
             limitˈe : limitées, limités, limiter, limitée, limité
         pʁivileʒjˈe : privilégiés, privilégiées, privilégié, privilégier, privilégiée
            ʁealizˈe : réaliser, réalisé, réalisées, réalisés, réalisée
              ʃaʁʒˈe : chargée, chargé, chargées, charger, chargés
              plasˈe : placer, placé, placées, placée, placés
             adaptˈe : adaptés, adaptée, adaptées, adapter, adapté
            ɛ̃stalˈe : installée, installer, installées, installés, installé
              sityˈe : situer, situées, situés, située, situé
            devlɔpˈe : développer, développés, développé, développées, développée
          ɑ̃ʁʒistʁˈe : enregistrée, enregistré, enregistrés, enregistrer, enregistrées
            efɛktyˈe : effectués, effectuée, effectuées, effectuer, effectué
                 ˈɛl : elle, ailes, elles, el, l
             etablˈi : établis, établie, établies, établit, établi
             pybliˈe : publiée, publiés, publier, publiées, publié
               kˈɔ̃t : compte, comptes, conte, comptent, comte
               aplˈe : appelée, appelé, appelées, appeler, appelés
               pasˈe : passée, passées, passé, passer, passés
                kˈuʁ : courent, courts, court, cour, cours
              vɛʁsˈe : verser, versé, versés, versée, versées
                ʒˈɑ̃ : gens, jeans, jan, jean, j'en
              fuʁnˈi : fournit, fournies, fournie, fourni, fournis
           pʁezɑ̃tˈe : présenté, présentée, présentées, présenter, présentés
             ɛ̃pozˈe : imposée, imposé, imposer, imposées, imposés
               ʒyʒˈe : jugée, jugées, jugé, juger, jugés
            ɡaʁɑ̃tˈi : garanti, garantie, garantis, garantit, garanties
             avɑ̃sˈe : avancer, avancés, avancé, avancée, avancées
               dɔnˈe : donné, donner, donnée, données, donnés
                bˈaʁ : bar, bars, barres, barre, bart
        tʁadisjɔnˈɛl : traditionnelles, traditionnelle, traditionnels, traditionnel
        kɔ̃plɛksitˈe : complexité
            dəlonwˈa : delaunois
            laspˈɛkt : l'aspect
         pozitivmˈɑ̃ : positivement
             paʁkˈuʁ : parcours
          ʁezistˈɑ̃s : résistance
       kɔɔʁdinasjˈɔ̃ : coordination
            pəlɔtˈɔ̃ : peloton
        elɛktʁisitˈe : électricité
            kaʁɔlˈin : caroline
            povʁətˈe : pauvreté
             pɛjˈɑ̃t : payante
             aʁmanˈi : armani
                ʁˈɔm : rome
             tɛʁwˈaʁ : terroir
          lemɛʁʒˈɑ̃s : l'émergence
             aktʁˈis : actrice
               kˈask : casque
            lɔ̃ɡmˈɑ̃ : longuement
         lɑ̃tʁətjˈɛ̃ : l'entretien
              mulˈɛ̃ : moulin
              saʒˈis : s'agisse
               dazˈi : d'asie
            spasjˈal : spatiale
          anivɛʁsˈɛʁ : anniversaire
             fjɛʁtˈe : fierté
       mwajˈɛ̃ɔʁjˈɑ̃ : moyen-orient
               okˈyn : aucune
            lɑ̃sjˈɛn : l'ancienne
               fʁˈit : frites
             hˈasɛlt : hasselt
                fˈaʁ : phares
              tyijˈo : tuyaux
             kanadˈa : canada
            tɛkstˈyʁ : texture
             ɛzemˈɑ̃ : aisément
               ivˈɛʁ : hiver
              apʁˈɔʃ : approche
          dɛ̃pɔʁtˈɑ̃ : d'importants
              dəvnˈɛ : devenait
                vˈis : vice
              lakˈɔʁ : l'accord
            daʁtˈikl : d'articles
              ɔpozˈe : opposé
              dasjˈe : d'acier
                 ʒˈɛ : jet
          sˈɑ̃tʁvˈil : centre-ville
           peʁɛnitˈe : pérennité
          kyʁjøzmˈɑ̃ : curieusement
         ʁeɡylasjˈɔ̃ : régulation
             mˈuːdiz : moody's
            ljeʒwˈaz : liégeoise
             kɔ̃pˈaʁ : compare
                sˈiɲ : signe
             kɔ̃pʁˈi : compris
               akˈyz : accuse
         evalyasjˈɔ̃ : évaluation
         stʁiktəmˈɑ̃ : strictement
              mˈajðz : mythes
             ʒɑ̃vjˈe : janvier
               lɔɡˈo : logo
            lamatˈœʁ : l'amateur
             injɔʁˈe : ignorer
              lˈɔ̃bʁ : l'ombre
                 bˈi : by
         inisjalmˈɑ̃ : initialement
            ɡzəʁˈɔks : xerox
        dytilizatˈœʁ : d'utilisateurs
             paʁfwˈa : parfois
              damˈuʁ : d'amour
             ʁəpʁˈɑ̃ : reprend
              vivˈɑ̃ : vivant
             tuʁnˈɑ̃ : tournant
          lekivalˈɑ̃ : l'équivalent
               lidˈe : l'idée
           ʁesɛsjˈɔ̃ : récession
                ɡˈɔs : gosses
              ekˈipm : equipment
               fʁˈap : frappe
            nɛtskˈap : netscape
           pʁezɑ̃tˈɛ : présentait
             bɛʁnˈaʁ : bernard
           ʁənɛsˈɑ̃s : renaissance
              ʁɔlˈɑ̃ : roland
            almanˈiʒ : almanij
          aʁtizanˈal : artisanale
             odasjˈø : audacieux
           nesɛsitˈe : nécessité
            ʁepɔ̃dˈy : répondu
             kɔmedˈi : comédie
           səkʁetˈɛʁ : secrétaire
            desidˈɑ̃ : décident
             slɔɡˈɑ̃ : slogan
             byltˈɛ̃ : bulletin
             tutfwˈa : toutefois
            ɡʁɑ̃dˈiʁ : grandir
              ɔneʁˈø : onéreux
            təlɛ̃fˈo : telinfo
               ʁɔʒˈe : roger
         vɔlatilitˈe : volatilité
          kɔ̃sɑ̃tˈiʁ : consentir
              aʁmˈɑ̃ : armand
              ɡʁˈɛ̃p : grimpe
        fabʁikasjˈɔ̃ : fabrication
            pɛjəmˈɑ̃ : payement
       kɔ̃pɑ̃sasjˈɔ̃ : compensation
              kutˈyʁ : couture
             pɔʁtˈɑ̃ : portant
               ʁəfˈɛ : refait
             kɔ̃pˈak : compaq
             mɛʁvˈɛj : merveille
              pɛʁmˈi : permis
             ʁəsˈuʁs : ressources
       dɛ̃teɡʁasjˈɔ̃ : d'intégration
             pʁɔpˈis : propice
           ɑ̃kuʁaʒˈe : encourager
             maʁˈasm : marasme
             pɛʁvˈɛʁ : pervers
     dɛksplwatasjˈɔ̃ : d'exploitation
            kɔ̃klˈyʁ : conclure
           pɛʁmɛtʁˈa : permettra
              d͡ʒˈɔn : john
            detˈɑ̃dʁ : d'étendre
                kˈɔt : cote
                oʁˈa : aura
              datˈɑ̃ : datant
        sˈydafʁikˈɛn : sud-africaines
               lavˈe : laver
           sɛksplˈik : s'explique
             lasjˈɛt : l'assiette
              lapˈɔʁ : l'apport
                dˈiɲ : digne
        lɛkspɑ̃sjˈɔ̃ : l'expansion
              mɛtˈɑ̃ : mettant
              lyzˈin : l'usine
      lɛkspɔʁtasjˈɔ̃ : l'exportation
              ɛ̃vˈit : invite
             efɛktˈy : effectue
        ɛnθˈawzɪˌast : enthousiaste
              tenˈis : tennis
         sɔlidaʁitˈe : solidarité
                 jˈø : yeux
            daplikˈe : d'appliquer
             medikˈo : médicaux
              ekivˈo : équivaut
              ɑ̃tˈam : entame
       ɛ̃kɔ̃tuʁnˈabl : incontournable
              ʁəkˈyl : recul
            lɛ̃stˈaʁ : l'instar
              ʁəkˈuʁ : recours
                kˈɪŋ : king
             nɛsˈɑ̃s : naissance
            ɑ̃bisjˈø : ambitieux
              kokˈyn : qu'aucune
            mɔnɔpˈɔl : monopole
             fuʁʃˈɛt : fourchette
            lɔktʁwˈa : l'octroi
            desəvˈɑ̃ : décevants
               ɔsˈil : oscille
          ekɔlɔʒˈist : écologistes
    ladministʁasjˈɔ̃ : l'administration
           apʁɔpʁiˈe : approprié
             bɛʁlˈɛ̃ : berlin
             ʒystˈis : justice
               fafˈe : fafer
           lɔʒikmˈɑ̃ : logiquement
           vɑ̃dʁədˈi : vendredi
      dispɔnibilitˈe : disponibilité
            ɛksɛsˈif : excessif
           ʁatʁapˈaʒ : rattrapage
              uvʁˈɑ̃ : ouvrant
              sufˈɛʁ : souffert
            pʁɛstˈiʒ : prestige
             pʁezˈid : préside
         ʁevelasjˈɔ̃ : révélation
         ʒeneʁalizˈe : généralisée
             ʁəlˈɑ̃s : relance
        daʁʃitɛktˈyʁ : d'architecture
      ɛ̃dystʁializˈe : industrialisés
             ladʁˈɛs : l'adresse
             lɔ̃dˈɔ̃ : london
            ɡʁavitˈe : gravité
           sɛ̃pozˈɑ̃ : s'imposent
           dedisjˈɔ̃ : d'édition
               klˈɑ̃ : clan
       ʁəfʁwadismˈɑ̃ : refroidissement
             lɔseˈɑ̃ : l'océan
             dəvnˈɑ̃ : devenant
              lafˈiʃ : l'affiche
         lɛksɛpsjˈɔ̃ : l'exception
           sinjalˈɔ̃ : signalons
           lekilˈibʁ : l'équilibre
           depɑ̃dˈɑ̃ : dépendant
               atˈɛl : a-t-elle
             litalˈi : l'italie
             pʁˈɛskə : presque
             bˈɪznœs : business
        pʁɔbabləmˈɑ̃ : probablement
             mwatjˈe : moitié
         pʁepɑ̃sjˈɔ̃ : prépension
       lɛ̃fɔʁmasjˈɔ̃ : l'information
           depɑ̃dʁˈa : dépendra
          lɔ̃ʒevitˈe : longévité
              vɛʁˈɔ̃ : verront
            ʁatʁapˈe : rattraper
           fɛstivˈal : festival
                ˈɔ̃z : onze
          dɛksplikˈe : d'expliquer
             aeʁjˈɛ̃ : aérien
              ekʁˈit : écrite
           leʒɑ̃dˈɛʁ : légendaire
             ɔbsˈɛʁv : observe
               ʁəmˈɛ : remet
                 ɡˈi : guy
                tʁˈo : trop
             puʁsyˈi : poursuit
             davʁˈil : d'avril
              nisˈɑ̃ : nissan
                yˈit : huit
                tˈus : tous
     mɔ̃sˈozˈə͡ʊldœʁ : monceau-zolder
              lˈazbl : l'asbl
             ʁedyˈiʁ : réduire
              panjˈe : panier
           distʁibˈy : distribue
            dɔminˈik : dominique
              afiʃˈɛ : affichait
              sypˈoz : suppose
            eleɡˈɑ̃s : élégance
                 sˈu : sous
            melɑ̃ʒˈe : mélanger
          aktyalitˈe : actualité
        ʁezidɑ̃sjˈɛl : résidentiel
               asˈiz : assise
             divˈɔʁs : divorce
              defˈɔʁ : d'efforts
           pʁɔfitʁˈa : profitera
         daktyalitˈe : d'actualité
           kɔmynˈism : communisme
                yzˈe : usées
            lɑ̃pʁˈœ̃ : l'emprunt
         dɛksplwatˈe : d'exploiter
            klasmˈɑ̃ : classement
           avɛʁmaˈɛt : avermaete
             ɛ̃vˈɛʁs : inverse
       ʁəkɔ̃vɛʁsjˈɔ̃ : reconversion
        ʁepɛʁkysjˈɔ̃ : répercussions
          sedyksjˈɔ̃ : séduction
             kɔʁiʒˈe : corriger
               ʒwˈɛ̃ : joint
        lɛ̃sɛʁtitˈyd : l'incertitude
          kɔ̃tinyʁˈa : continuera
             fɔ̃tˈɛn : fontaine
            dɔpsjˈɔ̃ : d'options
            kʁistˈin : christine
            kɔ̃tnˈɑ̃ : contenant
           ʁapidmˈɑ̃ : rapidement
         amɔʁtismˈɑ̃ : amortissements
              kulˈis : coulisses
           sɔvjetˈik : soviétique
               pˈalm : palme
            leʒitˈim : légitime
             mastˈœʁ : master
               tikˈɛ : ticket
              pʁesˈi : précis
              apaʁˈy : apparu
     ladministʁatˈœʁ : l'administrateur
               ʃimˈi : chimie
               sˈɛ̃k : cinq
              sybˈis : subissent
             lavwˈaʁ : l'avoir
            delemˈɑ̃ : d'éléments
         pʁesedamˈɑ̃ : précédemment
               lˈakt : l'acte
          lɑ̃bisjˈɔ̃ : l'ambition
              livʁˈɛ : livret
              nipˈɔn : nipponne
             bʁˈɛːjk : break
               kˈɔʁp : corp
          pozisjɔnˈe : positionner
            ɛksʃˈɑ̃ʒ : exchange
              dˈɑ̃tʁ : d'entre
                ɡʁˈe : gré
      ʁəvɑ̃dikasjˈɔ̃ : revendications
               lyˈil : l'huile
               vizˈa : visa
                 ˈaʃ : h
            ʒɑ̃dˈaʁm : gendarmes
            nɔminˈal : nominale
          vˈɛ̃tkˈatʁ : vingt-quatre
             bɔʁdˈyʁ : bordure
            sovɡˈaʁd : sauvegarde
              kuʁjˈe : courrier
               djˈɔʁ : dior
             ɔbtjˈɛn : obtiennent
          kɔ̃vivjˈal : convivial
              avʁˈil : avril
               ʁɔbˈo : robot
               ˈɑ̃ɡl : angle
                 nˈy : nu
         kɔ̃fɛksjˈɔ̃ : confection
            ʁɛstʁˈɛ̃ : restreint
          kyʁjozitˈe : curiosité
           hˈaʁdwɛːʁ : hardware
          ɛ̃flasjˈɔ̃ : inflation
             kuvʁˈiʁ : couvrir
            daʁtˈist : d'artistes
              satˈak : s'attaque
               ʁozˈe : rosé
          depɑ̃dˈɑ̃s : dépendance
              løʁˈɔp : l'europe
            afʁɔ̃tˈe : affronter
           lɛɡzˈɑ̃pl : l'exemple
              adˈɛpt : adeptes
            detɛktˈe : détecter
             pɛzˈibl : paisible
             lɛspˈaɲ : l'espagne
             sanˈɔ̃s : s'annonce
              sɔkˈyp : s'occupe
        ylteʁjøʁmˈɑ̃ : ultérieurement
           masivmˈɑ̃ : massivement
             sypozˈe : supposer
          naviɡatˈɔʁ : navigator
           pɑ̃sˈevˈu : pensez-vous
                ˈɛʁb : herbes
            devwalˈe : dévoiler
              ʒiʁˈɔ̃ : giron
            labsˈɑ̃s : l'absence
             tuʁnˈaʒ : tournage
            sinˈistʁ : sinistre
               vɛʁˈa : verra
            lɑ̃pˈɔʁt : l'emporte
             ditalˈi : d'italie
       luvˈɛ̃la-nˈøv : louvain-la-neuve
          lyksɑ̃bˈuʁ : luxembourg
            ɑ̃pʁˈœ̃t : emprunte
             fuʁnˈis : fournissent
             sˈɛntœʁ : center
       lɑ̃sɛnjə-mˈɑ̃ : l'enseignement
              dafˈɛʁ : d'affaires
      kɔ̃patibilitˈe : compatibilité
              evalˈy : évalue
              mˈaʁbʁ : marbre
            ʁənuvlˈe : renouveler
           ʁedyizˈɑ̃ : réduisant
          patʁiɔtˈik : patriotique
            ɛɡzistˈe : exister
            pˈaʁkɪŋz : parkings
               aʒˈis : agissent
          lɑ̃ɡaʒmˈɑ̃ : l'engagement
            kʁˈɪstiz : christie's
             duluʁˈø : douloureux
                ekˈy : écu
         ynivɛʁsitˈe : universités
             plˈanɪŋ : planning
            makijˈaʒ : maquillage
               vənˈɛ : venait
             sutjˈɛn : soutiennent
                ɡˈat : gates
             ʁaʃtˈɑ̃ : rachetant
              otmˈɑ̃ : hautement
             kɑ̃sˈɛʁ : cancer
               atʁˈɛ : attrait
             syisˈid : suicide
             swisˈɛʁ : swissair
             lesˈɑ̃s : l'essence
           lɔpinjˈɔ̃ : l'opinion
             kasʁˈɔl : casserole
                 lˈa : l'a
         maløʁøzmˈɑ̃ : malheureusement
          dəvjɛ̃dʁˈa : deviendra
           elɛksjˈɔ̃ : élections
             inyzˈɔp : inusop
                twˈa : toit
             ɔbtjˈɛ̃ : obtient
           mɑ̃sjɔnˈe : mentionner
        lelɛktʁɔnˈik : l'électronique
            dekalˈaʒ : décalage
             fʁɑ̃ʃˈi : franchi
                øʁˈø : heureux
           ˈabnamʁˈo : abn-amro
         pʁesizemˈɑ̃ : précisément
          lɑ̃plwajˈe : l'employé
          ɛ̃ʒɛksjˈɔ̃ : injection
                bʁˈa : bras
               zeʁˈo : zéro
          wˈɪntœʁθœʁ : winterthur
             diskʁˈɛ : discret
            lɛ̃pˈakt : l'impact
             finiʁˈa : finira
              pʁənˈe : prenez
             duvʁˈiʁ : d'ouvrir
             pʁekˈɔs : précoce
         ɛɡzaktəmˈɑ̃ : exactement
        bˈɛːjtə͡ʊvœn : beethoven
              suvˈɑ̃ : souvent
         lɛ̃tɑ̃sjˈɔ̃ : l'intention
          pʁiɔʁitˈɛʁ : prioritaire
                nˈɔm : nomme
             pɑ̃sˈɔ̃ : pensons
             dɔminˈe : dominé
               valˈy : valu
            lotoʁˈut : l'autoroute
                sˈof : sauf
            kwatˈɔʁz : quatorze
            buʁundˈi : burundi
              muʁˈiʁ : mourir
             imaʒˈin : imagine
              ʁəsˈɑ̃ : ressent
          datɑ̃sjˈɔ̃ : d'attention
           kɔ̃stˈɑ̃t : constante
             siɲifˈi : signifie
           ladezjˈɔ̃ : l'adhésion
       dɛ̃stʁyksjˈɔ̃ : d'instruction
              taʁdˈe : tarder
             lɛ̃bˈuʁ : limbourg
                kˈas : casse
              faʁˈin : farine
            abɑ̃dˈɔn : abandonne
                lˈɛd : l'aide
              dekˈul : découle
              ʁasˈin : racines
            fasinˈɑ̃ : fascinant
          laktivitˈe : l'activité
                mˈil : mille
             tuʁˈism : tourisme
        ˌɛndˌeˌɛlˈɛʁ : ndlr
            depasˈɑ̃ : dépassant
           ɛ̃tɛʁnˈɛt : internet
          ʁesɛpsjˈɔ̃ : réception
              maʁdˈi : mardi
             dalkˈɔl : d'alcool
          sypɛʁfisˈi : superficie
        suskʁipsjˈɔ̃ : souscription
               sɔfˈi : sophie
          alɛksˈɑ̃dʁ : alexandre
            aeʁɔpˈɔʁ : aéroports
         pʁɔvɛ̃sjˈal : provincial
              dapˈɛl : d'appel
                 ˈan : anne
             koʃmˈaʁ : cauchemar
            setablˈi : s'établit
        levalyasjˈɔ̃ : l'évaluation
          kɔʁɛspˈɔ̃d : correspondent
             ʒapɔnˈɛ : japonais
            ʁəpʁɔʃˈe : reprocher
              ˌɛnˈɛm : nm
             sɑ̃tˈiʁ : sentir
                kˈœʁ : coeur
         dakizisjˈɔ̃ : d'acquisition
         aʁʃitɛktˈyʁ : architecture
            plyzjˈœʁ : plusieurs
               dutˈi : d'outils
           ʁealizˈɑ̃ : réalisant
           valɔʁizˈe : valoriser
             deʃˈaʁʒ : décharge
              ljɔnˈɛ : lyonnais
          alyminjˈɔm : aluminium
          ʁətjɛ̃dʁˈa : retiendra
            ʁɛstoʁˈe : restaurer
             ʁiɡuʁˈø : rigoureux
            lemɛtˈœʁ : l'émetteur
             kʁɔnˈik : chronique
            pʁezˈɑ̃s : présence
              kɔbpˈa : cobepa
              aplˈik : applique
        dɛɡzekysjˈɔ̃ : d'exécution
         paʁtənaʁjˈa : partenariat
          depʁɛsjˈɔ̃ : dépression
         ledykasjˈɔ̃ : l'éducation
             sɛ̃tˈyʁ : ceinture
         kɔ̃kyʁɑ̃sˈe : concurrencer
             ʁwɑ̃dˈɛ : rwandais
         ʁepytasjˈɔ̃ : réputation
               ʃapˈo : chapeau
            ɛɡziʒˈɑ̃ : exigeant
           tɔtalitˈe : totalité
              vizˈɑ̃ : visant
         dinɔvasjˈɔ̃ : d'innovation
          ekivalˈɑ̃t : équivalente
              epʁˈuv : éprouve
           pʁetˈɛkst : prétexte
               ʒuˈɑ̃ : jouant
           ledisjˈɔ̃ : l'édition
     diskʁiminasjˈɔ̃ : discrimination
               ʁəpˈo : repos
         tɛsɑ̃dɛʁlˈo : tessenderlo
               blˈak : black
           ʁetisˈɑ̃s : réticences
               eklˈa : éclat
            alkatˈɛl : alcatel
            ʁistˈuʁn : ristourne
                fˈut : foot
               lˈɛ̃d : l'inde
           bʁikɔlˈaʒ : bricolage
             kyizˈin : cuisine
               akzˈo : akzo
            bənlˈyks : benelux
            letikˈɛt : l'étiquette
                 ʒˈy : jus
           sɔlisitˈe : sollicité
             ʁapʁˈɔʃ : rapproche
             dusmˈɑ̃ : doucement
             luvʁˈaʒ : l'ouvrage
             deplˈas : déplace
              nɛtˈil : n'est-il
               zˈɛ̃ɡ : zinc
          ɛ̃tɛʁvjˈɛn : interviennent
           maskylˈɛ̃ : masculin
             tʁuvʁˈa : trouvera
             pɔetˈik : poétique
           ʁɔtasjˈɔ̃ : rotation
           pʁydamˈɑ̃ : prudemment
          dˈɛːjnmaʁk : danemark
             libeʁˈo : libéraux
          kˈɔkœʁʁˌɪl : cockerill
             ɛ̃kˈaʁn : incarne
              etɔnˈe : étonné
              selvˈɛ : s'élevait
              sˌeˈaʃ : ch
           ʁəsəvwˈaʁ : recevoir
          kɔnsˈʌltɪŋ : consulting
          ɛksklyzˈiv : exclusive
            dimmˈøbl : d'immeubles
           kɔmɛʁsjˈo : commerciaux
               ɡuʁˈu : gourou
           peʁifeʁˈi : périphérie
             laʁivˈe : l'arrivée
              lynˈɛt : lunettes
           ɛksplozˈe : explosé
              bɛʁsˈo : berceau
               plˈɛn : pleine
               avˈɛk : avec
               ʒenˈi : génie
           ʁezidyˈɛl : résiduelle
               falˈɛ : fallait
               lˈɔfʁ : l'offre
             tuʁˈist : touristes
              ʁadjˈo : radio
           bˈiːt͡ʃœm : beecham
      demɔ̃stʁasjˈɔ̃ : démonstration
               ɔʁtˈa : horta
         pɔlitikmˈɑ̃ : politiquement
            dəklˈɛʁk : declerck
              paʁlˈɛ : parlait
        lynivɛʁsitˈe : l'université
             sɑ̃tjˈe : sentiers
             ʁəpozˈe : reposer
               pˈudʁ : poudre
         katɛʁpijˈaʁ : caterpillar
               lutˈi : l'outil
        dɛskʁipsjˈɔ̃ : description
             dəvənˈy : devenues
             ɡastˈɔ̃ : gaston
        dadaptasjˈɔ̃ : d'adaptation
              platˈo : plateau
              mɛtˈœʁ : metteur
           maksimˈɔm : maximum
            deklˈɑ̃ʃ : déclenche
              sapyˈi : s'appuie
          dɛmpʁˈʌnts : d'emprunts
             ʃɑ̃tˈœʁ : chanteur
              etjˈɛn : etienne
           kɔ̃taktˈe : contacter
             ɛ̃plˈik : implique
          ʁəkɔmɑ̃sˈe : recommencer
            kʁedˈibl : crédible
          kɔ̃stʁyˈiʁ : construire
      kazˈitɔtalitˈe : quasi-totalité
           kilɔmˈɛtʁ : km
       kɔʁɛspɔ̃dˈɑ̃s : correspondance
              maʒˈik : magique
         sypɛʁmaʁʃˈe : supermarchés
            pɛʁmˈɛtʁ : permettre
     disfɔ̃ksjɔnmˈɑ̃ : dysfonctionnements
               pulˈɛ : poulet
             mənasˈe : menacé
             ʒyʒmˈɑ̃ : jugement
             pʁesjˈø : précieux
          sˈɑ̃bltˈil : semble-t-il
